Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
French Polynesia,2005,"Fibres; synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning",Import,13106,12680,Weight in kilograms,12680
French Polynesia,2005,"Fibres; synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning",Import,12586,7010,Weight in kilograms,7010
French Polynesia,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres",Import,2704,360,Weight in kilograms,360
French Polynesia,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres",Import,520,610,Weight in kilograms,610
French Polynesia,2005,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning",Import,104,32,Weight in kilograms,32
French Polynesia,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,20804,1196,Weight in kilograms,1196
French Polynesia,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Import,312,76,Weight in kilograms,76
French Polynesia,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",Import,1040,40,Weight in kilograms,40
French Polynesia,2005,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.6, not put up for retail sale",Import,208,10,Weight in kilograms,10
French Polynesia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale",Import,208,46,Weight in kilograms,46
French Polynesia,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with cotton, not put up for retail sale",Import,104,24,Weight in kilograms,24
French Polynesia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,3121,445,Weight in kilograms,445
French Polynesia,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,1664,170,Weight in kilograms,170
French Polynesia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached",Import,8009,606,Weight in kilograms,606
French Polynesia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",Import,148746,13600,Weight in kilograms,13600
French Polynesia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached",Import,728,20,Weight in kilograms,20
French Polynesia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",Import,128982,6480,Weight in kilograms,6480
French Polynesia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,31517,5260,Weight in kilograms,5260
French Polynesia,2005,"Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,60018,8240,Weight in kilograms,8240
French Polynesia,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,5617,720,Weight in kilograms,720
French Polynesia,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,936,10,Weight in kilograms,10
French Polynesia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,133143,17820,Weight in kilograms,17820
French Polynesia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,141880,24680,Weight in kilograms,24680
French Polynesia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Export,7483,230,Weight in kilograms,230
French Polynesia,2005,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,2184,140,Weight in kilograms,140
French Polynesia,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.41 & 5513.42), cont ...",Import,14458,1730,Weight in kilograms,1730
French Polynesia,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.41 & 5513.42), cont ...",Export,19122,870,Weight in kilograms,870
French Polynesia,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,11130,1600,Weight in kilograms,1600
French Polynesia,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Export,38764,1750,Weight in kilograms,1750
French Polynesia,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",Import,1352,470,Weight in kilograms,470
French Polynesia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.c. in heading no. 5514",Import,520,160,Weight in kilograms,160
French Polynesia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,21844,2410,Weight in kilograms,2410
French Polynesia,2005,"Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,624,20,Weight in kilograms,20
French Polynesia,2005,"Fabrics, woven; 3- or 4-thread twill, including cross twill, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,2704,180,Weight in kilograms,180
French Polynesia,2005,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514",Import,1976,940,Weight in kilograms,940
French Polynesia,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,25276,1610,Weight in kilograms,1610
French Polynesia,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Export,208,80,Weight in kilograms,80
French Polynesia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,8529,850,Weight in kilograms,850
French Polynesia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,5201,440,Weight in kilograms,440
French Polynesia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,21220,2690,Weight in kilograms,2690
French Polynesia,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,832,20,Weight in kilograms,20
French Polynesia,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,1144,30,Weight in kilograms,30
French Polynesia,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Import,22988,330,Weight in kilograms,330
French Polynesia,2005,"Fabrics, woven; unbleached or bleached, containing 85% or more by weight of artificial staple fibres",Import,7801,680,Weight in kilograms,680
French Polynesia,2005,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres",Import,86231,9950,Weight in kilograms,9950
French Polynesia,2005,"Fabrics, woven; of yarns of different colours, containing 85% or more by weight of artificial staple fibres",Import,2808,120,Weight in kilograms,120
French Polynesia,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Import,214277,12840,Weight in kilograms,12840
French Polynesia,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with manmade filaments",Import,624,30,Weight in kilograms,30
French Polynesia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,1664,80,Weight in kilograms,80
French Polynesia,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,416,70,Weight in kilograms,70
French Polynesia,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,3953,170,Weight in kilograms,170
French Polynesia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,5097,300,Weight in kilograms,300
French Polynesia,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,1248,120,Weight in kilograms,120
French Polynesia,2005,"Fabrics, woven; unbleached or bleached, of artificial staple fibres, n.e.c. in heading no. 5516",Import,4577,72,Weight in kilograms,72
French Polynesia,2005,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,52945,4420,Weight in kilograms,4420
French Polynesia,2005,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,6449,420,Weight in kilograms,420
FS Micronesia,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Import,118,37,Weight in kilograms,37
FS Micronesia,2005,"Fibres; synthetic filament tow, of polyesters",Import,1050,537,Weight in kilograms,537
FS Micronesia,2005,"Synthetic staple fibres, not carded/combed/othw. processed for spinning, of ...",Import,114,32,Weight in kilograms,32
FS Micronesia,2005,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning",Import,423,223,Weight in kilograms,223
FS Micronesia,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,6,1,Weight in kilograms,1
FS Micronesia,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Import,1174,114,Weight in kilograms,114
FS Micronesia,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",Import,392,42,Weight in kilograms,42
FS Micronesia,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale",Import,11,4,Weight in kilograms,4
FS Micronesia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,688,87,Weight in kilograms,87
FS Micronesia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached",Import,1056,132,Weight in kilograms,132
FS Micronesia,2005,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",Import,1884,448,Weight in kilograms,448
FS Micronesia,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Import,3985,261,Weight in kilograms,261
FS Micronesia,2005,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,177,15,Weight in kilograms,15
Gabon,2005,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501",Import,10854,16302,Weight in kilograms,16302
Gabon,2005,"Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning",Import,8842,2179,Weight in kilograms,2179
Gabon,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,20869,1987,Weight in kilograms,1987
Gabon,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Import,2827,1009,Weight in kilograms,1009
Gabon,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Import,14921,1966,Weight in kilograms,1966
Gabon,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale",Import,174,3,Weight in kilograms,3
Gabon,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale",Import,585,246,Weight in kilograms,246
Gabon,2005,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.6, not put up for retail sale",Import,1190,55,Weight in kilograms,55
Gabon,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale",Import,15613,921,Weight in kilograms,921
Gabon,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",Import,578,31,Weight in kilograms,31
Gabon,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,38071,6210,Weight in kilograms,6210
Gabon,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale",Import,78,55,Weight in kilograms,55
Gabon,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached",Import,872,45,Weight in kilograms,45
Gabon,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",Import,15070,228,Weight in kilograms,228
Gabon,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",Import,5728,230,Weight in kilograms,230
Gabon,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,7530,304,Weight in kilograms,304
Gabon,2005,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",Import,32224,1548,Weight in kilograms,1548
Gabon,2005,"Fabrics, woven; 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,46714,12536,Weight in kilograms,12536
Gabon,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,1453,881,Weight in kilograms,881
Gabon,2005,"Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,11639,243,Weight in kilograms,243
Gabon,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.41 & 5513.42), cont ...",Import,111618,25264,Weight in kilograms,25264
Gabon,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,324,705,Weight in kilograms,705
Gabon,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,17725,1041,Weight in kilograms,1041
Gabon,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,2397,400,Weight in kilograms,400
Gabon,2005,"Woven fabrics of polyester staple fibres (excl. of 5514.31 & 5514.32), cont ...",Import,39,8,Weight in kilograms,8
Gabon,2005,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514",Import,32204,16420,Weight in kilograms,16420
Gabon,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,21961,11035,Weight in kilograms,11035
Gabon,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,45564,3788,Weight in kilograms,3788
Gabon,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,21058,796,Weight in kilograms,796
Gabon,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,35386,2111,Weight in kilograms,2111
Gabon,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Import,4319,52,Weight in kilograms,52
Gabon,2005,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres",Import,24853,20221,Weight in kilograms,20221
Gabon,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Import,28547,9157,Weight in kilograms,9157
Gabon,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Export,949,280,Weight in kilograms,280
Gabon,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,1819,181,Weight in kilograms,181
Gabon,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",Import,8998,408,Weight in kilograms,408
Gabon,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,21937,18005,Weight in kilograms,18005
Gabon,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,3146,91,Weight in kilograms,91
Gabon,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,21922,27787,Weight in kilograms,27787
Gabon,2005,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,98108,63136,Weight in kilograms,63136
Gabon,2005,"Fabrics, woven; of yarns of different colours, of artificial staple fibres, n.e.c. in heading no. 5516",Import,937,1000,Weight in kilograms,1000
Gabon,2005,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,59835,14680,Weight in kilograms,14680
Gambia,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Import,491.436,75,Weight in kilograms,75
Gambia,2005,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning",Import,368.428,12835,Weight in kilograms,12835
Gambia,2005,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning",Import,405.418,862,Weight in kilograms,862
Gambia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached",Import,7432.364,10035,Weight in kilograms,10035
Gambia,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,498542.959,831217,Weight in kilograms,831217
Gambia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,5492.726,7000,Weight in kilograms,7000
Gambia,2005,"Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,759.114,35,Weight in kilograms,35
Gambia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,155.098,140,Weight in kilograms,140
Gambia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,5313.796,3000,Weight in kilograms,3000
Gambia,2005,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,5649.539,12500,Weight in kilograms,12500
Gambia,2005,"Fabrics, woven; of yarns of different colours, of artificial staple fibres, n.e.c. in heading no. 5516",Import,48583.242,106145,Weight in kilograms,106145
Georgia,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Import,94,100,Weight in kilograms,100
Georgia,2005,Fibres; artificial filament tow,Import,234795,51978,Weight in kilograms,51978
Georgia,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres",Import,33,30,Weight in kilograms,30
Georgia,2005,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning",Import,532,6,Weight in kilograms,6
Georgia,2005,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning",Import,2216,1358,Weight in kilograms,1358
Georgia,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,3060,392,Weight in kilograms,392
Georgia,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Import,10183,9680,Weight in kilograms,9680
Georgia,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",Import,985,300,Weight in kilograms,300
Georgia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale",Import,15,1,Weight in kilograms,1
Georgia,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",Import,410,12,Weight in kilograms,12
Georgia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,7165,5931,Weight in kilograms,5931
Georgia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale",Import,4754,3606,Weight in kilograms,3606
Georgia,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,7692,7428,Weight in kilograms,7428
Georgia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",Import,9170,1524,Weight in kilograms,1524
Georgia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",Import,6,1,Weight in kilograms,1
Georgia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,34639,21459,Weight in kilograms,21459
Georgia,2005,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",Import,25087,7456,Weight in kilograms,7456
Georgia,2005,"Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,79766,85257,Weight in kilograms,85257
Georgia,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,825,28,Weight in kilograms,28
Georgia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,8121,950,Weight in kilograms,950
Georgia,2005,"Woven fabrics of polyester staple fibres, cont.<85% by wt. of such fibres,  ...",Import,4798,261,Weight in kilograms,261
Georgia,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,11,30,Weight in kilograms,30
Georgia,2005,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,799,108,Weight in kilograms,108
Georgia,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.41 & 5513.42), cont ...",Import,351,1,Weight in kilograms,1
Georgia,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",Import,15450,7976,Weight in kilograms,7976
Georgia,2005,"Fabrics, woven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,467,26,Weight in kilograms,26
Georgia,2005,"Woven fabrics of oth. synth. staple fibres (excl. of 5514.31-5514.33), cont ...",Import,55914,47394,Weight in kilograms,47394
Georgia,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,32363,8530,Weight in kilograms,8530
Georgia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,24970,1530,Weight in kilograms,1530
Georgia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,14567,12785,Weight in kilograms,12785
Georgia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair",Import,19263,1145,Weight in kilograms,1145
Georgia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,28648,19786,Weight in kilograms,19786
Georgia,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,31581,8221,Weight in kilograms,8221
Georgia,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2",Import,58083,2907,Weight in kilograms,2907
Georgia,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,33979,26780,Weight in kilograms,26780
Georgia,2005,Woven fabrics of synth. staple fibres mixed mainly or solely with wool/fine ...,Import,14904,16829,Weight in kilograms,16829
Georgia,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Export,124580,22606,Weight in kilograms,22606
Georgia,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Import,1002258,676847,Weight in kilograms,676847
Georgia,2005,"Fabrics, woven; unbleached or bleached, containing 85% or more by weight of artificial staple fibres",Import,53,208,Weight in kilograms,208
Georgia,2005,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres",Import,151204,65698,Weight in kilograms,65698
Georgia,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Import,21760,15671,Weight in kilograms,15671
Georgia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,86193,111342,Weight in kilograms,111342
Georgia,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,12673,17834,Weight in kilograms,17834
Georgia,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,300,200,Weight in kilograms,200
Georgia,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",Import,297,24,Weight in kilograms,24
Georgia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",Import,8168,3403,Weight in kilograms,3403
Georgia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,1270,8,Weight in kilograms,8
Georgia,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,133209,150408,Weight in kilograms,150408
Georgia,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,2326,1819,Weight in kilograms,1819
